RNUM,NATION_NM,ISIN,KOR_SECN_NM,SUM_FRSEC_BUY_AMT,SUM_FRSEC_SELL_AMT,SUM_FRSEC_TOT_AMT,SUM_FRSEC_NET_BUY_AMT,month
38,미국,US22266T1097,COUPANG INC,48788910,35881615,84670525,12907294,2022-04
39,미국,USN070592100,ASML HOLDING NV ADR,47554542,40395710,87950253,7158832,2022-04
40,미국,US91332U1016,UNITY SOFTWARE INC,46653331,29700785,76354115,16952546,2022-04
41,미국,US8740391003,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD ADR,45791577,27917003,73708580,17874574,2022-04
42,미국,US6745991058,OCCIDENTAL PETROLEUM CORP,45256088,46410741,91666830,-1154653,2022-04
43,미국,US44862P1093,HYCROFT MINING HOLDING CORP CL A,45143170,48535676,93678846,-3392505,2022-04
44,미국,US91680M1071,UPSTART HOLDINGS INC,44786333,32118569,76904902,12667765,2022-04
45,미국,US6541101050,NIKOLA CORP EXOF 007323093 US92243N2027,44070877,38811701,82882578,5259176,2022-04
46,미국,US2546871060,WALT DISNEY CO,43524052,27575577,71099629,15948475,2022-04
47,미국,KYG651631007,JOBY AVIATION INC EXOF 008448244 KYG7483N1117,40652239,21264741,61916979,19387498,2022-04
48,미국,US0846707026,BERKSHIRE HATHAWAY INC CL B,40172042,34152508,74324551,6019534,2022-04
49,미국,US8677814035,SUNSHINE BIOPHARMA INC,38509273,35009108,73518381,3500165,2022-04
50,미국,US0090661010,AIRBNB INC CL A,37521232,40025331,77546562,-2504099,2022-04
1,미국,US88160R1014,TESLA INC,2425584562,1389914100,3815498662,1035670462,2022-05
2,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,1628780681,1200705412,2829486093,428075269,2022-05
3,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,1053124612,1049529267,2102653878,3595345,2022-05
4,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,923326026,854690666,1778016692,68635360,2022-05
5,미국,US0378331005,APPLE INC,501580510,349727700,851308210,151852809,2022-05
6,미국,US67066G1040,NVIDIA CORP,298810631,269324534,568135165,29486097,2022-05
7,미국,US25460G3368,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,228115849,237681618,465797467,-9565769,2022-05
8,미국,US02079K3059,ALPHABET INC CL A,197060454,203966214,401026668,-6905760,2022-05
9,미국,US0231351067,AMAZON.COM INC,142890727,129966694,272857420,12924033,2022-05
10,미국,US5949181045,MICROSOFT CORP,130668995,171942797,302611792,-41273802,2022-05
11,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,118062557,90210282,208272839,27852275,2022-05
12,미국,US46222L1089,IONQ INC,114556890,61951756,176508646,52605134,2022-05
13,미국,US0079031078,ADVANCED MICRO DEVICES INC,113675503,134683118,248358621,-21007615,2022-05
14,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,105312381,70179697,175492078,35132684,2022-05
15,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,103105901,114345406,217451308,-11239505,2022-05
16,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,97984786,83991333,181976119,13993454,2022-05
17,미국,US78462F1030,SPDR SP 500 ETF TRUST,93913165,61037307,154950471,32875858,2022-05
18,미국,US9229083632,VANGUARD SP 500 ETF SPLR 39326002188 US9229084135,89028265,66684235,155712500,22344030,2022-05
19,미국,US5494981039,LUCID GROUP INC,83206739,70815559,154022298,12391181,2022-05
20,미국,US22266T1097,COUPANG INC,80124361,63107889,143232249,17016472,2022-05
21,미국,US0636796171,BMO MICROSECTORS FANG INNOVATION 3X LEVERAGED ETN,76821528,51953294,128774822,24868234,2022-05
22,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,73649179,63162510,136811689,10486669,2022-05
23,미국,US7710491033,ROBLOX CORP CL A,70923932,64562339,135486271,6361593,2022-05
24,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,69792761,39920446,109713207,29872315,2022-05
25,미국,US91680M1071,UPSTART HOLDINGS INC,69655518,60672318,130327836,8983200,2022-05
26,미국,US0090661010,AIRBNB INC CL A,67449706,49386909,116836614,18062797,2022-05
27,미국,US91332U1016,UNITY SOFTWARE INC,65372210,39230415,104602625,26141795,2022-05
28,미국,US4642872000,ISHARES CORE SP 500 ETF,64202911,38248374,102451285,25954537,2022-05
29,미국,US64110L1061,NETFLIX INC,63973956,59572524,123546481,4401432,2022-05
30,미국,US74347Y8214,PROSHARES ULTRASHORT BLOOMBERG NATURAL GAS ETF SPLR 008834687 US74347W3878,60665746,54308004,114973750,6357741,2022-05
31,미국,US19260Q1076,COINBASE GLOBAL INC,59693552,51962564,111656116,7730988,2022-05
32,미국,US25460E5050,DIREXION DAILY CSI CHINA INTERNET INDEX BULL 2X SHS ETF,56239040,50513065,106752106,5725975,2022-05
33,미국,US6745991058,OCCIDENTAL PETROLEUM CORP,46523501,60768911,107292412,-14245411,2022-05
34,미국,US30303M1027,META PLATFORMS INC CL A,45453641,67894926,113348567,-22441286,2022-05
35,미국,US6541101050,NIKOLA CORP EXOF 007323093 US92243N2027,45427402,30484442,75911844,14942960,2022-05
36,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,42904631,45701521,88606152,-2796891,2022-05
37,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),41254550,38490629,79745179,2763921,2022-05
38,미국,US4642886794,ISHARES SHORT TREASURY BOND ETF,40708169,40166844,80875014,541325,2022-05
39,미국,US37954Y4834,GLOBAL X NASDAQ 100 COVERED CALL ETF,38862712,20661390,59524102,18201321,2022-05
40,미국,US19423L5654,TUTTLE CAPITAL SHORT INNOVATION ETF,36957970,34299617,71257588,2658353,2022-05
41,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,35905530,47166283,83071813,-11260752,2022-05
42,미국,US00165C1045,AMC ENTERTAINMENT HOLDINGS INC,34293873,23695706,57989580,10598167,2022-05
43,미국,US06367V2043,BMO MICROSECTORS FANG INDEX 3X INVERSE LEVERAGED ETN,33859432,34393201,68252632,-533769,2022-05
44,미국,US0846701086,BERKSHIRE HATHAWAY INC CL A,33296769,34280460,67577229,-983690,2022-05
45,미국,US8552441094,STARBUCKS CORP,33271404,24800842,58072246,8470562,2022-05
46,미국,US02079K1079,ALPHABET INC CL C CHAN 39527405649 US38259P7069,32046964,34743024,66789988,-2696060,2022-05
47,미국,US46641Q3323,JP MORGAN EQUITY PREMIUM INCOME ETF,31563686,15041310,46604996,16522376,2022-05
48,미국,US25460G7161,DIREXION DAILY SP BIOTECH BEAR 3X SHS ETF,30989233,28812456,59801690,2176777,2022-05
49,미국,US4642874329,ISHARES 20+ YEAR TREASURY BOND ETF,30869947,17109137,47979084,13760810,2022-05
50,미국,US6700024010,NOVAVAX INC SPLR 006427946 US6700021040,29508955,29336380,58845334,172575,2022-05
1,미국,US88160R1014,TESLA INC,1472165811,1373684025,2845849836,98481787,2022-06
2,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,1238579701,1111684758,2350264459,126894943,2022-06
3,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,1206231736,1124530305,2330762041,81701430,2022-06
4,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,722627166,675209928,1397837094,47417238,2022-06
5,미국,US25460G3368,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,294046571,296024128,590070699,-1977557,2022-06
6,미국,US0378331005,APPLE INC,255654641,214301163,469955804,41353478,2022-06
7,미국,US67066G1040,NVIDIA CORP,183023443,186273576,369297019,-3250133,2022-06
8,미국,US02079K3059,ALPHABET INC CL A,153358158,153808087,307166246,-449929,2022-06
9,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,112389605,114859065,227248670,-2469460,2022-06
10,미국,US0231351067,AMAZON.COM INC,111315639,105153967,216469606,6161672,2022-06
11,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,95607566,92929557,188537123,2678010,2022-06
12,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,93857184,96093487,189950671,-2236303,2022-06
13,미국,US8269171067,SIGA TECHNOLOGIES INC,87082567,78489682,165572249,8592885,2022-06
14,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,85439237,77543122,162982359,7896116,2022-06
15,미국,US74347Y8131,PROETF ULTRASHORT BLOOMBERG NATURAL GAS,85302410,90838960,176141370,-5536550,2022-06
16,미국,US0636796171,BMO MICROSECTORS FANG INNOVATION 3X LEVERAGED ETN,81840624,70839299,152679922,11001325,2022-06
17,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,76456680,68777919,145234599,7678761,2022-06
18,미국,US0079031078,ADVANCED MICRO DEVICES INC,71690665,71504088,143194753,186577,2022-06
19,미국,US5949181045,MICROSOFT CORP,71453347,115805661,187259008,-44352315,2022-06
20,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,70977375,52248620,123225996,18728755,2022-06
21,미국,US78462F1030,SPDR SP 500 ETF TRUST,63929151,77128945,141058096,-13199794,2022-06
22,홍콩,HK0000562642,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (USD),63725332,57157724,120883057,6567608,2022-06
23,미국,US25460G1875,DIREXION DAILY CSI CHINA INTERNET IDX BULL 2X SHS ETF SPLR 009233425 US25460E5050,62310494,74696581,137007075,-12386087,2022-06
24,미국,US25460G7161,DIREXION DAILY SP BIOTECH BEAR 3X SHS ETF,60157499,51803051,111960551,8354448,2022-06
25,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),59413277,67473455,126886732,-8060178,2022-06
26,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,58687686,64356977,123044663,-5669291,2022-06
27,미국,US9229083632,VANGUARD SP 500 ETF SPLR 39326002188 US9229084135,55007826,41868849,96876675,13138976,2022-06
28,미국,US46222L1089,IONQ INC,49829208,35533916,85363124,14295292,2022-06
29,미국,US7710491033,ROBLOX CORP CL A,49604229,58350143,107954371,-8745914,2022-06
30,미국,US19260Q1076,COINBASE GLOBAL INC,48964993,40739358,89704351,8225635,2022-06
31,미국,US5494981039,LUCID GROUP INC,45071346,57419223,102490570,-12347877,2022-06
32,미국,US6745991058,OCCIDENTAL PETROLEUM CORP,43583398,40236775,83820173,3346623,2022-06
33,미국,US06367V2043,BMO MICROSECTORS FANG INDEX 3X INVERSE LEVERAGED ETN,42007618,34515666,76523284,7491952,2022-06
34,미국,US6700024010,NOVAVAX INC SPLR 006427946 US6700021040,39172893,38078089,77250982,1094804,2022-06
35,미국,US00165C1045,AMC ENTERTAINMENT HOLDINGS INC,38327481,38265477,76592958,62004,2022-06
36,미국,US22266T1097,COUPANG INC,37162993,35053351,72216344,2109642,2022-06
37,미국,US74347Y7976,PROSHARES ULTRASHORT BLOOMBERG CRUDE OIL SPLR 009280245 US74347Y8628,37023697,29671984,66695681,7351713,2022-06
38,미국,KYG651631007,JOBY AVIATION INC EXOF 008448244 KYG7483N1117,36621661,28875419,65497081,7746242,2022-06
39,미국,US01609W1027,ALIBABA GROUP HOLDING LTD ADR,36602817,39856654,76459472,-3253837,2022-06
40,미국,US36467W1099,GAMESTOP CORP,36195142,43435658,79630800,-7240516,2022-06
41,미국,US06367V3033,MICROSECTORS US BIG OIL INDEX 3X INVERSE LEVERAGED ETN,35991513,34147583,70139096,1843930,2022-06
42,미국,US91332U1016,UNITY SOFTWARE INC,35538895,30736106,66275001,4802789,2022-06
43,미국,US4642874329,ISHARES 20+ YEAR TREASURY BOND ETF,35427557,21072311,56499868,14355247,2022-06
44,미국,US62526P1093,MULLEN AUTOMOTIVE INC,35309494,35447570,70757063,-138076,2022-06
45,미국,US91680M1071,UPSTART HOLDINGS INC,34211222,29139367,63350589,5071855,2022-06
46,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,33696972,25453894,59150866,8243078,2022-06
47,미국,US30303M1027,META PLATFORMS INC CL A,32993239,34613604,67606843,-1620366,2022-06
48,미국,US4581401001,INTEL CORP,30863769,25431883,56295652,5431886,2022-06
49,미국,US19423L5654,TUTTLE CAPITAL SHORT INNOVATION ETF,30725390,25359890,56085280,5365500,2022-06
50,미국,US62914V1061,NIO INC ADR,30717104,33958759,64675863,-3241655,2022-06
1,미국,US88160R1014,TESLA INC,1085689419,1270534274,2356223693,-184844854,2022-07
2,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,939418882,888211712,1827630594,51207171,2022-07
3,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,889485059,872955048,1762440107,16530010,2022-07
4,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,588948178,554417840,1143366018,34530338,2022-07
5,미국,US25460G3368,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,300297527,262317907,562615434,37979620,2022-07
6,미국,US02079K3059,ALPHABET INC CL A,205383564,160723460,366107024,44660104,2022-07
7,미국,US0378331005,APPLE INC,186940662,213596516,400537178,-26655854,2022-07
8,홍콩,CNE100005F09,TIANQI LITHIUM CORP,151983018,406495,152389513,151576523,2022-07
9,미국,US67066G1040,NVIDIA CORP,150558798,148352043,298910840,2206755,2022-07
10,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,97701549,104730571,202432120,-7029022,2022-07
11,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,97254773,94933248,192188020,2321525,2022-07
12,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,85071354,58361504,143432858,26709850,2022-07
13,미국,US74347Y8131,PROETF ULTRASHORT BLOOMBERG NATURAL GAS,76149267,56897331,133046598,19251935,2022-07
14,미국,US5949181045,MICROSOFT CORP,75744188,81275183,157019370,-5530995,2022-07
15,미국,US0636796171,BMO MICROSECTORS FANG INNOVATION 3X LEVERAGED ETN,74277971,62083435,136361405,12194536,2022-07
16,미국,US78462F1030,SPDR SP 500 ETF TRUST,68285674,78919820,147205494,-10634146,2022-07
17,미국,US9229083632,VANGUARD SP 500 ETF SPLR 39326002188 US9229084135,66738724,57907040,124645763,8831684,2022-07
18,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),66457114,75276933,141734047,-8819819,2022-07
19,미국,US8269171067,SIGA TECHNOLOGIES INC,65782541,63403746,129186288,2378795,2022-07
20,미국,US25460G7161,DIREXION DAILY SP BIOTECH BEAR 3X SHS ETF,64575046,65190513,129765558,-615467,2022-07
21,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,64121875,62123284,126245159,1998591,2022-07
22,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,61678119,61617713,123295832,60406,2022-07
23,미국,US13803R1023,CANOO INC EXOF 007801300 US42589C2035,58556570,53578153,112134722,4978417,2022-07
24,미국,US91332U1016,UNITY SOFTWARE INC,56031047,41433083,97464130,14597964,2022-07
25,미국,US0079031078,ADVANCED MICRO DEVICES INC,54235927,52827025,107062951,1408902,2022-07
26,미국,US19260Q1076,COINBASE GLOBAL INC,53410129,55513255,108923384,-2103126,2022-07
27,미국,US5494981039,LUCID GROUP INC,52952296,54776961,107729258,-1824665,2022-07
28,미국,US7710491033,ROBLOX CORP CL A,51710330,64798950,116509280,-13088621,2022-07
29,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,50831106,53655013,104486120,-2823907,2022-07
30,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,50137782,46647281,96785063,3490502,2022-07
31,미국,US92891H3093,2X LONG VIX FUTURES ETF,50078769,37926887,88005656,12151883,2022-07
32,미국,US0231351067,AMAZON.COM INC,48653774,64975140,113628914,-16321365,2022-07
33,미국,US6700024010,NOVAVAX INC SPLR 006427946 US6700021040,46620680,42978801,89599481,3641878,2022-07
34,미국,US22266T1097,COUPANG INC,42415458,62268942,104684401,-19853484,2022-07
35,미국,US74347Y7976,PROSHARES ULTRASHORT BLOOMBERG CRUDE OIL SPLR 009280245 US74347Y8628,41642953,42997028,84639981,-1354075,2022-07
36,미국,US83304A1060,SNAP INC CL A,41396807,13577630,54974437,27819177,2022-07
37,미국,US64110L1061,NETFLIX INC,40514742,47248603,87763345,-6733861,2022-07
38,미국,US30303M1027,META PLATFORMS INC CL A,40141300,33412994,73554293,6728306,2022-07
39,미국,US25460G1875,DIREXION DAILY CSI CHINA INTERNET IDX BULL 2X SHS ETF SPLR 009233425 US25460E5050,38297016,39640573,77937589,-1343557,2022-07
40,미국,USN070592100,ASML HOLDING NV ADR,37290441,28914538,66204979,8375902,2022-07
41,미국,US30048L2034,EVOFEM BIOSCNCS,36695229,35157550,71852779,1537679,2022-07
42,미국,US91680M1071,UPSTART HOLDINGS INC,35903398,30622984,66526382,5280414,2022-07
43,미국,US06367V3033,MICROSECTORS US BIG OIL INDEX 3X INVERSE LEVERAGED ETN,35148395,38783639,73932034,-3635245,2022-07
44,미국,US02079K1079,ALPHABET INC CL C CHAN 39527405649 US38259P7069,35015890,34669757,69685647,346133,2022-07
45,홍콩,KYG017191142,ALIBABA GROUP HOLDING LTD,34419748,10873092,45292840,23546656,2022-07
46,미국,US46222L1089,IONQ INC,31581453,23512475,55093928,8068978,2022-07
47,미국,US06367V2043,BMO MICROSECTORS FANG INDEX 3X INVERSE LEVERAGED ETN,30364292,30148243,60512535,216049,2022-07
48,미국,US8740391003,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD ADR,30352557,27106195,57458752,3246362,2022-07
49,미국,US36467W1099,GAMESTOP CORP,30178207,24018089,54196297,6160118,2022-07
50,미국,US46641Q3323,JP MORGAN EQUITY PREMIUM INCOME ETF,30010479,12476490,42486969,17533988,2022-07
1,미국,US88160R1014,TESLA INC,1420173283,1562050458,2982223740,-141877175,2022-08
2,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,1053628769,1114131408,2167760177,-60502639,2022-08
3,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,951524702,872928067,1824452769,78596634,2022-08
4,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,769049729,775352195,1544401923,-6302466,2022-08
5,미국,US25460G3368,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,390824266,363553951,754378217,27270315,2022-08
6,미국,US67066G1040,NVIDIA CORP,263107926,286180644,549288569,-23072718,2022-08
7,미국,US0378331005,APPLE INC,238207364,494551389,732758753,-256344025,2022-08
8,미국,US02079K3059,ALPHABET INC CL A,153593663,199733933,353327596,-46140270,2022-08
9,미국,US0636796171,BMO MICROSECTORS FANG INNOVATION 3X LEVERAGED ETN,139695757,119446890,259142646,20248867,2022-08
10,미국,US00165C1045,AMC ENTERTAINMENT HOLDINGS INC,139379412,91572160,230951572,47807252,2022-08
11,미국,US0758961009,BED BATH & BEYOND INC,134907669,127738584,262646253,7169086,2022-08
12,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,127013879,122573730,249587609,4440149,2022-08
13,미국,US8269171067,SIGA TECHNOLOGIES INC,123128782,119736076,242864858,3392707,2022-08
14,미국,US19260Q1076,COINBASE GLOBAL INC,121588331,119605411,241193742,1982920,2022-08
15,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,117634664,118848998,236483662,-1214334,2022-08
16,미국,US0231351067,AMAZON.COM INC,115598575,141120832,256719408,-25522257,2022-08
17,미국,US74347Y8131,PROETF ULTRASHORT BLOOMBERG NATURAL GAS,110649045,86202888,196851933,24446157,2022-08
18,미국,US0079031078,ADVANCED MICRO DEVICES INC,109365057,123373164,232738221,-14008107,2022-08
19,미국,US30303M1027,META PLATFORMS INC CL A,100197442,103941026,204138468,-3743584,2022-08
20,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,98351868,99042998,197394866,-691130,2022-08
21,미국,US5949181045,MICROSOFT CORP,97539650,155175117,252714767,-57635467,2022-08
22,미국,US5494981039,LUCID GROUP INC,94243386,76498875,170742261,17744511,2022-08
23,미국,US25460G7161,DIREXION DAILY SP BIOTECH BEAR 3X SHS ETF,90609006,87613019,178222025,2995986,2022-08
24,미국,US4581401001,INTEL CORP,86062991,59456660,145519650,26606331,2022-08
25,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,85106425,99325130,184431555,-14218706,2022-08
26,미국,US25459W5408,DIREXION DAILY 20+ YEAR TREASURY BULL 3X SHS ETF,84855222,11571928,96427150,73283295,2022-08
27,미국,US46222L1089,IONQ INC,80128319,78480123,158608442,1648197,2022-08
28,미국,US7710491033,ROBLOX CORP CL A,69187491,95415179,164602670,-26227689,2022-08
29,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,67812359,67688728,135501087,123630,2022-08
30,미국,US91332U1016,UNITY SOFTWARE INC,66256879,79781124,146038003,-13524245,2022-08
31,미국,US22266T1097,COUPANG INC,55550984,52093748,107644732,3457235,2022-08
32,미국,US78462F1030,SPDR SP 500 ETF TRUST,54778513,97763904,152542417,-42985391,2022-08
33,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),53312807,61416322,114729130,-8103515,2022-08
34,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,50010194,52646228,102656422,-2636034,2022-08
35,미국,US46641Q3323,JP MORGAN EQUITY PREMIUM INCOME ETF,49942505,23743815,73686321,26198690,2022-08
36,미국,US91680M1071,UPSTART HOLDINGS INC,49488680,49175767,98664447,312912,2022-08
37,미국,US6745991058,OCCIDENTAL PETROLEUM CORP,49069935,48718723,97788657,351212,2022-08
38,미국,US72919P2020,PLUG POWER INC,48012283,62596506,110608790,-14584223,2022-08
39,미국,US92891H3093,2X LONG VIX FUTURES ETF,47715571,45594142,93309713,2121428,2022-08
40,미국,US25460G1875,DIREXION DAILY CSI CHINA INTERNET IDX BULL 2X SHS ETF SPLR 009233425 US25460E5050,44837601,43131105,87968706,1706497,2022-08
41,미국,US74347X8645,PROSHARES ULTRAPRO SP 500 ETF,43271768,39052274,82324042,4219494,2022-08
42,미국,US6541101050,NIKOLA CORP EXOF 007323093 US92243N2027,42406012,43453436,85859448,-1047424,2022-08
43,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,42027737,54422371,96450109,-12394634,2022-08
44,미국,US00180G1067,AMTD IDEA GROUP ADR,41916476,35343539,77260015,6572936,2022-08
45,미국,IE00BJ3V9050,ENDO INTERNATIONAL PLC,41399260,31536371,72935631,9862889,2022-08
46,미국,US4642874329,ISHARES 20+ YEAR TREASURY BOND ETF,40964405,33291704,74256109,7672701,2022-08
47,미국,US69608A1088,PALANTIR TECHNOLOGIES INC CL A,40528389,30458483,70986872,10069905,2022-08
48,미국,US2270461096,CROCS INC,40356630,41505766,81862397,-1149136,2022-08
49,미국,US92534K1079,VERTEX ENERGY INC,38736982,39513523,78250505,-776541,2022-08
50,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,38202171,40465437,78667608,-2263266,2022-08
1,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,1282179771,913203553,2195383323,368976218,2022-09
2,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,1188571663,1272533302,2461104965,-83961639,2022-09
3,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,902119070,623828572,1525947642,278290498,2022-09
4,미국,US88160R1014,TESLA INC,855536339,1115963012,1971499351,-260426673,2022-09
5,미국,US25460G3368,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,507618569,566192874,1073811443,-58574305,2022-09
6,미국,US0378331005,APPLE INC,336980476,318065647,655046122,18914829,2022-09
7,미국,US67066G1040,NVIDIA CORP,229747100,191585836,421332936,38161264,2022-09
8,미국,US0636796171,BMO MICROSECTORS FANG INNOVATION 3X LEVERAGED ETN,106205062,68833782,175038845,37371280,2022-09
9,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,104026698,97690531,201717229,6336167,2022-09
10,미국,US02079K3059,ALPHABET INC CL A,102888678,127414999,230303678,-24526321,2022-09
11,미국,US78462F1030,SPDR SP 500 ETF TRUST,100266765,58412816,158679581,41853949,2022-09
12,미국,US74347Y8131,PROETF ULTRASHORT BLOOMBERG NATURAL GAS,99162016,129138615,228300632,-29976599,2022-09
13,미국,US25460G7161,DIREXION DAILY SP BIOTECH BEAR 3X SHS ETF,81410871,83726835,165137706,-2315964,2022-09
14,미국,US5949181045,MICROSOFT CORP,79051003,83968204,163019207,-4917200,2022-09
15,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,75880161,54078967,129959128,21801193,2022-09
16,미국,US74347X8645,PROSHARES ULTRAPRO SP 500 ETF,68067093,38240765,106307858,29826327,2022-09
17,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,61434044,75428937,136862981,-13994894,2022-09
18,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,60832033,77516116,138348150,-16684083,2022-09
19,미국,US0079031078,ADVANCED MICRO DEVICES INC,58445198,52638650,111083849,5806548,2022-09
20,미국,US5494981039,LUCID GROUP INC,56272266,49157627,105429893,7114639,2022-09
21,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,56108213,48626202,104734416,7482011,2022-09
22,미국,US0758961009,BED BATH & BEYOND INC,55288528,47244766,102533294,8043763,2022-09
23,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,49289504,43138340,92427844,6151164,2022-09
24,미국,US4642886794,ISHARES SHORT TREASURY BOND ETF,46057497,40949597,87007095,5107900,2022-09
25,미국,US25459W5408,DIREXION DAILY 20+ YEAR TREASURY BULL 3X SHS ETF,45938794,27380508,73319302,18558286,2022-09
26,미국,US25460G2865,DIREXION DAILY TSLA BULL 2X SHARES,45575079,32500975,78076053,13074104,2022-09
27,미국,US92891H3093,2X LONG VIX FUTURES ETF,45012012,53288580,98300592,-8276568,2022-09
28,미국,US46222L1089,IONQ INC,44217098,30961193,75178291,13255905,2022-09
29,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,42868132,30351784,73219916,12516347,2022-09
30,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,42406562,61492827,103899389,-19086265,2022-09
31,미국,US30303M1027,META PLATFORMS INC CL A,41642071,46327289,87969360,-4685218,2022-09
32,미국,US0231351067,AMAZON.COM INC,41522463,52459724,93982186,-10937261,2022-09
33,미국,US4642874329,ISHARES 20+ YEAR TREASURY BOND ETF,40446409,22819399,63265808,17627009,2022-09
34,미국,US46641Q3323,JP MORGAN EQUITY PREMIUM INCOME ETF,39540914,24279943,63820857,15260970,2022-09
35,미국,US6541101050,NIKOLA CORP EXOF 007323093 US92243N2027,39492269,24479658,63971926,15012611,2022-09
36,미국,US91332U1016,UNITY SOFTWARE INC,38103722,25717128,63820850,12386594,2022-09
37,미국,US7561091049,REALTY INCOME CORP,36727418,12198772,48926190,24528646,2022-09
38,미국,US8085247976,SCHWAB US DIVIDEND EQUITY ETF,35185348,15071755,50257103,20113594,2022-09
